CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD470464,12/27/2020 03:33:00 AM,076XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,421,7,14,1194187,1854863,41.756677456,-87.56390135,"(41.756677456, -87.56390135)"
JD336030,08/15/2020 11:30:00 PM,072XX N WASHTENAW AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2411,50,06,1157086,1947850,42.012672709,-87.697344291,"(42.012672709, -87.697344291)"
JE171813,03/17/2021 05:42:00 PM,020XX W DIVISION ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ALLEY,N,N,1212,1,04B,1162643,1907989,41.903177086,-87.678018932,"(41.903177086, -87.678018932)"
JD471241,12/27/2020 04:50:00 PM,011XX W WELLINGTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1933,44,06,1168229,1920075,41.936222813,-87.657150461,"(41.936222813, -87.657150461)"
JD470856,12/27/2020 03:30:00 PM,024XX N GENEVA TER,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,1935,43,05,1171842,1916500,41.926333896,-87.643978063,"(41.926333896, -87.643978063)"
JD471122,12/27/2020 08:56:00 PM,089XX S ABERDEEN ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,2222,21,03,1170553,1845486,41.731493097,-87.650787689,"(41.731493097, -87.650787689)"
JD470443,12/27/2020 02:30:00 AM,023XX S ROCKWELL ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1034,24,15,1159399,1888425,41.849559007,-87.69047306,"(41.849559007, -87.69047306)"
JD471097,12/27/2020 08:44:00 PM,055XX S ASHLAND AVE,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,N,N,713,16,26,1166617,1867978,41.79329893,-87.66456619,"(41.79329893, -87.66456619)"
JE189573,04/04/2021 08:59:00 PM,067XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,724,17,08B,1168820,1860068,41.771545622,-87.656716237,"(41.771545622, -87.656716237)"
JD471108,12/27/2020 08:53:00 PM,091XX S COMMERCIAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESTAURANT,N,N,424,10,07,1197731,1844973,41.729450838,-87.551242941,"(41.729450838, -87.551242941)"
JD473987,12/27/2020 07:00:00 PM,024XX W DEVON AVE,0810,THEFT,OVER $500,APARTMENT,N,N,2412,50,06,1158989,1942414,41.997717137,-87.690492381,"(41.997717137, -87.690492381)"
JD470668,12/27/2020 12:00:00 PM,102XX S FOREST AVE,0460,BATTERY,SIMPLE,RESIDENCE,N,N,511,9,08B,1180053,1837223,41.708606377,-87.616237884,"(41.708606377, -87.616237884)"
JD470956,12/27/2020 06:10:00 PM,053XX S PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,815,23,14,1150606,1868988,41.79639731,-87.723251281,"(41.79639731, -87.723251281)"
JE158243,03/03/2021 05:40:00 PM,047XX N LINCOLN AVE,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,N,N,1911,47,06,1159712,1931570,41.967945819,-87.688133217,"(41.967945819, -87.688133217)"
JD470830,12/27/2020 07:10:00 AM,014XX W IRVING PARK RD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1922,47,05,1165651,1926651,41.954323081,-87.666436795,"(41.954323081, -87.666436795)"
JD470683,12/27/2020 12:09:00 PM,024XX W 64TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,825,16,15,1161047,1862148,41.77741771,-87.685152096,"(41.77741771, -87.685152096)"
JD471129,12/27/2020 10:18:00 PM,051XX S PRAIRIE AVE,0550,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,STREET,N,N,231,3,04A,1178911,1871049,41.801454751,-87.619391989,"(41.801454751, -87.619391989)"
JD470974,12/27/2020 06:00:00 PM,036XX W FILLMORE ST,0460,BATTERY,SIMPLE,OTHER (SPECIFY),Y,N,1133,24,08B,1152216,1895128,41.868097353,-87.716659073,"(41.868097353, -87.716659073)"
JE117877,01/19/2021 07:00:00 PM,064XX S ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,825,16,14,1160145,1861929,41.776835352,-87.688464868,"(41.776835352, -87.688464868)"
JD395636,10/10/2020 08:00:00 PM,063XX S ASHLAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER RAILROAD PROPERTY / TRAIN DEPOT,N,N,725,16,14,1166756,1862726,41.778883826,-87.664206366,"(41.778883826, -87.664206366)"
JD394685,10/10/2020 04:00:00 AM,016XX S CLINTON ST,0810,THEFT,OVER $500,STREET,N,N,1235,25,06,1172866,1892178,41.859570249,-87.64093658,"(41.859570249, -87.64093658)"
JD395021,10/10/2020 02:40:00 PM,068XX S JUSTINE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,725,16,08B,1167184,1859339,41.769580314,-87.662734105,"(41.769580314, -87.662734105)"
JD395033,10/10/2020 01:30:00 AM,079XX S YALE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,623,17,06,1175995,1852294,41.750054955,-87.63064798,"(41.750054955, -87.63064798)"
JE163202,02/26/2021 03:00:00 PM,057XX N ROCKWELL ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,2011,40,11,1157965,1938006,41.985642437,-87.694380296,"(41.985642437, -87.694380296)"
JD428618,11/11/2020 06:45:00 PM,009XX W EASTMAN ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1822,27,06,,,,,
JD470707,12/27/2020 11:30:00 AM,018XX S PRAIRIE PKWY,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,132,3,11,1178511,1891223,41.856822877,-87.620244802,"(41.856822877, -87.620244802)"
JE119515,01/19/2021 01:00:00 AM,033XX W OGDEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY / VEHICLE PARKING LOT,N,N,1024,24,14,1154489,1891024,41.856790413,-87.708424071,"(41.856790413, -87.708424071)"
JD470945,12/27/2020 05:36:00 PM,077XX S STATE ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,623,6,08A,1177625,1853721,41.753934124,-87.624631906,"(41.753934124, -87.624631906)"
JD471023,12/27/2020 01:00:00 PM,012XX W 87TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,613,21,06,1169386,1847086,41.735909042,-87.655016663,"(41.735909042, -87.655016663)"
JD470449,12/27/2020 02:53:00 AM,020XX N CICERO AVE,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,Y,N,2522,36,18,1144057,1913346,41.918246576,-87.746154953,"(41.918246576, -87.746154953)"
JD471942,12/27/2020 08:20:00 PM,070XX S ST LAWRENCE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,322,6,05,1181454,1858456,41.766840049,-87.610454227,"(41.766840049, -87.610454227)"
JE189381,04/04/2021 04:05:00 PM,003XX W CERMAK RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,914,25,06,1174359,1889753,41.852882701,-87.635528609,"(41.852882701, -87.635528609)"
JD474799,12/23/2020 05:30:00 PM,076XX S ARTESIAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,835,18,07,1161370,1853948,41.754909043,-87.684194842,"(41.754909043, -87.684194842)"
JE225659,05/08/2021 12:40:00 AM,010XX W GRAND AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,N,N,1214,27,14,1169516,1903651,41.891126489,-87.652899501,"(41.891126489, -87.652899501)"
JD451691,12/06/2020 05:00:00 PM,004XX W 28TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,914,11,05,1173463,1886365,41.843605694,-87.638917741,"(41.843605694, -87.638917741)"
JE158035,03/03/2021 02:50:00 PM,0000X N WESTERN AVE,0560,ASSAULT,SIMPLE,GAS STATION,N,N,1223,27,08A,1160400,1900403,41.882407184,-87.686468002,"(41.882407184, -87.686468002)"
JD470775,12/27/2020 07:00:00 AM,085XX S ESCANABA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,423,10,07,1196966,1848944,41.740366624,-87.553913542,"(41.740366624, -87.553913542)"
JD471157,12/27/2020 10:56:00 PM,013XX S KARLOV AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1011,24,15,1149266,1893451,41.863553108,-87.727532627,"(41.863553108, -87.727532627)"
JD470904,12/27/2020 12:00:00 AM,045XX W DIVISION ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1111,37,14,1145668,1907598,41.902443046,-87.740381959,"(41.902443046, -87.740381959)"
JD470888,12/27/2020 07:00:00 AM,005XX N CENTRAL AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1523,37,05,1138937,1903092,41.890203035,-87.765215951,"(41.890203035, -87.765215951)"
JD461801,12/12/2020 03:26:00 PM,007XX E 111TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,N,N,531,9,11,1183356,1831503,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
JD470813,12/27/2020 03:10:00 PM,036XX W LEXINGTON ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,Y,N,1133,24,18,1152135,1896451,41.871729409,-87.716921564,"(41.871729409, -87.716921564)"
JD470447,12/27/2020 02:50:00 AM,002XX N HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1122,28,08B,1151019,1901074,41.884437347,-87.720897763,"(41.884437347, -87.720897763)"
JE143282,02/16/2021 10:30:00 AM,053XX N KIMBALL AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,RESIDENCE,N,Y,1712,39,20,1152758,1935259,41.978209511,-87.71360452,"(41.978209511, -87.71360452)"
JE158115,03/03/2021 03:25:00 PM,062XX S KILBOURN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,813,13,08B,1147444,1862894,41.779735395,-87.735002277,"(41.779735395, -87.735002277)"
JD474850,12/27/2020 11:00:00 PM,072XX S SPAULDING AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,831,17,11,1155623,1856437,41.761856317,-87.705189549,"(41.761856317, -87.705189549)"
JD428133,11/11/2020 12:24:00 PM,095XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,N,N,2223,21,01A,1172654,1841681,41.721005667,-87.643202686,"(41.721005667, -87.643202686)"
JD474762,12/25/2020 12:30:00 PM,071XX S EAST END AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ALLEY,N,N,324,7,04A,1188772,1857892,41.765120483,-87.583649257,"(41.765120483, -87.583649257)"
JE148076,02/05/2021 07:00:00 PM,059XX N RIDGE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,ATHLETIC CLUB,N,N,2013,48,26,1164705,1939438,41.989431234,-87.669550197,"(41.989431234, -87.669550197)"
JD470931,12/27/2020 05:30:00 PM,006XX E 103RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,511,9,14,1182251,1836802,41.707400588,-87.60820168,"(41.707400588, -87.60820168)"
JD395374,10/10/2020 08:10:00 PM,073XX N WINCHESTER AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2424,49,08A,1162043,1948924,42.015517282,-87.679074821,"(42.015517282, -87.679074821)"
JD394866,10/10/2020 11:46:00 AM,067XX S HOYNE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,726,16,18,1163519,1860127,41.771820324,-87.676146325,"(41.771820324, -87.676146325)"
JD470993,12/27/2020 06:30:00 PM,069XX N RIDGE BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2424,49,07,1161587,1945694,42.006663634,-87.680843336,"(42.006663634, -87.680843336)"
JD471078,12/27/2020 07:15:00 PM,003XX S KILPATRICK AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,Y,N,1131,28,18,1145110,1898039,41.876222614,-87.742673299,"(41.876222614, -87.742673299)"
JE162904,01/15/2021 10:00:00 AM,077XX S DOBSON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,N,N,624,8,11,1184564,1853879,41.754208025,-87.599198151,"(41.754208025, -87.599198151)"
JD471051,12/27/2020 07:57:00 PM,040XX W VAN BUREN ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1132,28,18,1149531,1897718,41.875257119,-87.72644908,"(41.875257119, -87.72644908)"
JD474828,12/23/2020 09:00:00 AM,082XX S MANISTEE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,423,7,11,1195932,1850863,41.745658149,-87.557638542,"(41.745658149, -87.557638542)"
JD471113,12/27/2020 09:30:00 PM,041XX N MOODY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1624,38,14,1134613,1926878,41.955552075,-87.780532812,"(41.955552075, -87.780532812)"
JE205751,04/21/2021 09:44:00 AM,015XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1822,27,06,1170999,1910282,41.909289945,-87.647258453,"(41.909289945, -87.647258453)"
JE114377,01/02/2021 12:00:00 PM,037XX N TRIPP AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),Y,N,1731,45,06,1147335,1924509,41.948816631,-87.733824442,"(41.948816631, -87.733824442)"
JD471370,12/27/2020 04:00:00 AM,091XX S HARVARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,634,21,14,1175648,1843862,41.726924239,-87.632171275,"(41.726924239, -87.632171275)"
JD470966,12/27/2020 06:00:00 PM,028XX N MEADE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,N,Y,2511,30,20,1135245,1918208,41.931749463,-87.778415746,"(41.931749463, -87.778415746)"
JE158507,03/03/2021 10:15:00 PM,002XX W MERCHANDISE MART PLZ,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,1831,42,08B,1174456,1902539,41.887966168,-87.634790696,"(41.887966168, -87.634790696)"
JD434036,11/11/2020 03:35:00 PM,008XX N HERMITAGE AVE,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,1213,1,06,,,,,
JE193215,04/08/2021 10:30:00 AM,085XX S COTTAGE GROVE AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,RESTAURANT,Y,N,632,6,26,1183055,1848441,41.739320771,-87.604896792,"(41.739320771, -87.604896792)"
JE159574,03/03/2021 08:32:00 PM,016XX W FOSTER AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2032,40,06,1164387,1934597,41.976154129,-87.670857569,"(41.976154129, -87.670857569)"
JD470662,12/27/2020 09:30:00 AM,023XX W 35TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,912,12,14,1161432,1881423,41.830302757,-87.683206192,"(41.830302757, -87.683206192)"
JE158472,03/03/2021 07:08:00 PM,074XX N WOLCOTT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,N,2424,49,26,1162425,1949524,42.017155674,-87.67765228,"(42.017155674, -87.67765228)"
JD471703,12/27/2020 07:00:00 PM,072XX N SHERIDAN RD,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,2423,49,08B,1166254,1948079,42.013109225,-87.663604147,"(42.013109225, -87.663604147)"
JD470808,12/27/2020 03:30:00 AM,016XX S PULASKI RD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,OTHER (SPECIFY),N,N,1014,24,04B,1149986,1891521,41.858242985,-87.724939739,"(41.858242985, -87.724939739)"
JD470780,12/27/2020 02:22:00 PM,052XX W GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2515,36,06,1141191,1912901,41.917078812,-87.756695962,"(41.917078812, -87.756695962)"
JD470977,12/27/2020 06:15:00 PM,002XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA STATION,Y,N,113,42,11,1176417,1899156,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
JD471403,12/27/2020 08:00:00 AM,013XX W ROSEDALE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2013,48,06,1166234,1939300,41.989019902,-87.663930282,"(41.989019902, -87.663930282)"
JD471722,12/27/2020 02:30:00 PM,040XX S FEDERAL ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,213,3,26,1176356,1878164,41.82103681,-87.62854806,"(41.82103681, -87.62854806)"
JD470785,12/27/2020 11:04:00 AM,018XX W LAWRENCE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,2032,47,06,1163385,1931915,41.968815819,-87.674618145,"(41.968815819, -87.674618145)"
JD470635,12/27/2020 10:28:00 AM,034XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,911,22,14,1155587,1881598,41.83090236,-87.704647061,"(41.83090236, -87.704647061)"
JD470437,12/27/2020 02:10:00 AM,039XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,N,Y,213,3,08B,1177806,1879008,41.823320055,-87.623203203,"(41.823320055, -87.623203203)"
JD471347,12/23/2020 12:00:00 AM,013XX W WASHINGTON BLVD,1120,DECEPTIVE PRACTICE,FORGERY,STREET,N,N,1224,27,10,1167216,1900639,41.882911079,-87.66143285,"(41.882911079, -87.66143285)"
JE119058,01/19/2021 06:00:00 PM,005XX W CORNELIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1925,46,11,1171801,1923759,41.946253786,-87.643914215,"(41.946253786, -87.643914215)"
JD365600,09/13/2020 04:15:00 AM,037XX N OLCOTT AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,APARTMENT,Y,Y,1631,38,26,1125412,1923912,41.947570903,-87.814424369,"(41.947570903, -87.814424369)"
JD396909,10/12/2020 11:25:00 AM,036XX S ARCHER AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,912,12,03,1161614,1880357,41.827373751,-87.682568055,"(41.827373751, -87.682568055)"
JD471086,12/27/2020 09:05:00 PM,025XX S TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1024,22,08B,1153774,1886891,41.845463224,-87.711158442,"(41.845463224, -87.711158442)"
JD446999,12/01/2020 07:00:00 PM,004XX W 28TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,Y,N,914,11,05,1173402,1886363,41.843601559,-87.639141656,"(41.843601559, -87.639141656)"
JD470781,12/27/2020 02:50:00 PM,083XX S BUFFALO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,424,10,26,1199590,1850312,41.744054895,-87.54425377,"(41.744054895, -87.54425377)"
JD470844,12/27/2020 04:00:00 PM,003XX E 86TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,Y,N,632,6,26,1179829,1848041,41.738297447,-87.616728405,"(41.738297447, -87.616728405)"
JD470855,12/27/2020 02:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,SIDEWALK,N,N,312,20,08B,1180027,1862411,41.777725763,-87.615563714,"(41.777725763, -87.615563714)"
JD470534,12/27/2020 01:00:00 AM,029XX W HARRISON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,N,1135,27,04A,1156930,1897228,41.873765737,-87.699296047,"(41.873765737, -87.699296047)"
JE163260,02/06/2021 02:21:00 PM,015XX W PRATT BLVD,0810,THEFT,OVER $500,APARTMENT,N,N,2432,49,06,1164838,1945260,42.005404117,-87.668894838,"(42.005404117, -87.668894838)"
JD470709,12/27/2020 01:05:00 PM,067XX S EAST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,332,5,08B,1188695,1860630,41.772635626,-87.58384403,"(41.772635626, -87.58384403)"
JD470705,12/27/2020 12:30:00 PM,043XX W CERMAK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1013,22,14,1147893,1889022,41.851425852,-87.732686605,"(41.851425852, -87.732686605)"
JD472668,12/27/2020 08:00:00 AM,055XX W WASHINGTON BLVD,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,N,N,1522,29,03,1139293,1900198,41.882255056,-87.763979052,"(41.882255056, -87.763979052)"
JD471112,12/27/2020 09:51:00 PM,012XX N AUSTIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2531,29,08B,1136138,1907652,41.90276665,-87.775386429,"(41.90276665, -87.775386429)"
JD474480,12/23/2020 01:08:00 PM,011XX N LARRABEE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,N,N,1822,27,11,1172122,1908040,41.903113054,-87.643199348,"(41.903113054, -87.643199348)"
JD473482,12/27/2020 10:00:00 PM,042XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1115,28,14,1148166,1899676,41.880656472,-87.731410446,"(41.880656472, -87.731410446)"
JE189111,04/04/2021 11:00:00 AM,056XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,231,20,08B,1178560,1867668,41.792184965,-87.620782005,"(41.792184965, -87.620782005)"
JD470586,12/27/2020 09:45:00 AM,077XX S ESSEX AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,421,7,04A,1194202,1854229,41.754937343,-87.56386716,"(41.754937343, -87.56386716)"
JD470910,12/27/2020 05:22:00 PM,013XX E 62ND ST,0560,ASSAULT,SIMPLE,STREET,N,N,314,20,08A,1186488,1864163,41.782382971,-87.591822497,"(41.782382971, -87.591822497)"
JD470885,12/27/2020 04:08:00 PM,024XX N KEDZIE BLVD,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,ALLEY,Y,N,1413,32,18,1154625,1916204,41.925884044,-87.707250487,"(41.925884044, -87.707250487)"
JD394533,10/10/2020 01:10:00 AM,038XX W CERMAK RD,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,1013,22,04B,1150921,1889103,41.851589468,-87.721570909,"(41.851589468, -87.721570909)"
JD394842,10/10/2020 06:00:00 AM,079XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,611,17,08B,1166059,1852081,41.74968736,-87.667063914,"(41.74968736, -87.667063914)"
JD353380,09/01/2020 02:20:00 AM,070XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),N,N,733,6,14,1170859,1858196,41.766364361,-87.649296531,"(41.766364361, -87.649296531)"
JD474610,12/25/2020 11:46:00 AM,009XX S CENTRAL PARK AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,1133,24,04A,1152521,1895693,41.869641758,-87.715524423,"(41.869641758, -87.715524423)"
JE117037,01/19/2021 12:07:00 PM,002XX N KARLOV AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARK PROPERTY,Y,N,1114,28,18,1149030,1900790,41.883696739,-87.728209042,"(41.883696739, -87.728209042)"
JD470936,12/27/2020 05:47:00 PM,028XX W FULLERTON AVE,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,N,N,1414,1,03,1157222,1915830,41.92480533,-87.697717952,"(41.92480533, -87.697717952)"
JD470603,12/27/2020 09:45:00 AM,046XX N MONTICELLO AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1723,35,03,1151221,1930523,41.965243999,-87.719381709,"(41.965243999, -87.719381709)"
JD471106,12/27/2020 08:45:00 PM,079XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,611,21,07,1167051,1852159,41.749880266,-87.663426578,"(41.749880266, -87.663426578)"
JE171671,03/17/2021 03:00:00 PM,034XX S RHODES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,211,4,07,1180458,1882340,41.832402748,-87.613371678,"(41.832402748, -87.613371678)"
JE158526,03/03/2021 07:15:00 PM,003XX N LOOMIS ST,0810,THEFT,OVER $500,STREET,N,N,1215,27,06,1166908,1902392,41.887728054,-87.662513515,"(41.887728054, -87.662513515)"
JE157508,03/03/2021 03:00:00 AM,003XX E 117TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,532,9,14,1180683,1827314,41.681400294,-87.614233742,"(41.681400294, -87.614233742)"
JD469070,12/25/2020 06:38:00 AM,029XX E 129TH ST,0460,BATTERY,SIMPLE,STREET,Y,N,433,10,08B,1197843,1820030,41.661002002,-87.55166188,"(41.661002002, -87.55166188)"
JE117053,01/19/2021 11:50:00 AM,002XX E 121ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,532,9,08B,1180113,1824761,41.674407522,-87.616397994,"(41.674407522, -87.616397994)"
JE242446,05/24/2021 09:00:00 PM,051XX S UNIVERSITY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,233,5,11,1184679,1871233,41.801826246,-87.598233077,"(41.801826246, -87.598233077)"
JD473271,12/27/2020 11:30:00 PM,013XX W ARDMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,2013,48,14,,,,,
JE121153,01/16/2021 12:00:00 AM,016XX S HOMAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),N,N,1021,24,26,1153972,1891518,41.858156315,-87.710308597,"(41.858156315, -87.710308597)"
JD470703,12/27/2020 12:58:00 PM,024XX W 24TH PL,1330,CRIMINAL TRESPASS,TO LAND,OTHER RAILROAD PROPERTY / TRAIN DEPOT,Y,N,1034,25,26,1160532,1887676,41.847480322,-87.686335505,"(41.847480322, -87.686335505)"
JE146664,02/05/2021 09:00:00 PM,016XX S SPRINGFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1014,24,14,1150667,1891505,41.85818581,-87.722440438,"(41.85818581, -87.722440438)"
